Unnamed: 0,created_at,screen_name,text,lang,retweet_count,reply_count,like_count,quote_count,impression_count,id,author_id,conversation_id,in_reply_to_user_id,geo,sentiment,umap_transformer_x,umap_transformer_y,sentiment_recoded
10,2023-03-16T16:26:31.000Z,ahbap,"Ahbaplarımızla gece gündüz demeden var gücümüzle ihtiyaç sahibi ailelere ulaşmaya devam ediyoruz. 💚

#ahbapiyilikgetirir
#malatya https://t.co/pJwX19BAmm",tr,503,106,8506,21,2182209,1636403583708020755,824906834725085184,1636403583708020755,,None,0.9600776066568574,10.425662,5.6587653,5
11,2023-03-15T17:02:51.000Z,ahbap,"Yoğun yağış sonrası su basan çadırlar ve konteyner kentlerde ailelerin ihtiyaçlarını karşılamak için bugün de sahadaydık. Bu zor günlerin dayanışmayla geçeceğine inanarak çalışmaya devam ediyoruz. 💚

#ahbapiyilikgetirir
#adıyaman https://t.co/B0IoxkSSlt",tr,841,117,12215,32,2424575,1636050336124223511,824906834725085184,1636050336124223511,,None,0.7859178424838766,11.206405,5.9608936,4
12,2023-03-14T11:53:54.000Z,ahbap,"Ahbaplar https://t.co/siK7FdIijI adresimize gelen ihtiyaç taleplerini tek tek teyit edip, ilçeleri ve köyleri gezerek yardımları ulaştırmaya devam ediyor. #ahbapiyilikgetirir  💚

#hatay https://t.co/gOsGMkQ2ox",tr,304,100,4175,18,1222102,1635610202023288832,824906834725085184,1635610202023288832,,None,0.9746212296236484,10.416182,5.564473,5
13,2023-03-13T19:42:55.000Z,ahbap,"Afet bölgesindeki ihtiyaçları ailelere ulaştırmaya devam ederken sıcacık bir sarılmayla kalpleri iyileştirmeye unutmuyoruz. 💚

#malatya #ahbapiyilikgetirir https://t.co/Zhnv0agPH4",tr,243,51,3998,6,250195,1635365843566735360,824906834725085184,1635365843566735360,,None,0.9887722777253842,13.280326,7.828464,5
14,2023-03-12T16:07:42.000Z,ahbap,"Ahbaplarımızla afet bölgelerinde bize ulaşan ailelerimizin ihtiyaçlarını ilçeleri ve köyleri gezerek ulaştırmaya devam ediyoruz. 

#adıyaman #ahbapiyilikgetirir 💚 https://t.co/jwzxVp1AgK",tr,552,118,8804,17,2023360,1634949296301932544,824906834725085184,1634949296301932544,,None,0.9710524320453202,10.416044,5.529195,5
15,2023-03-09T13:14:45.000Z,ahbap,"Ahbap depolarımızın yanlarında tasnif alanlarını kurmaya ve afet bölgelerine hızla yardım ulaştırmaya devam ediyoruz. 

#ahbapiyilikgetirir #adıyaman https://t.co/l9GJDMkJ3a",tr,705,147,11828,14,1082878,1633818605262446593,824906834725085184,1633818605262446593,,None,0.9393248621153264,10.311683,5.339873,5
16,2023-03-08T17:37:33.000Z,ahbap,"Online koordinasyon ekiplerimizin teyit ettiği ailelerimize depolarımızda hazırladığımız ihtiyaçlarını hızla ulaştırmaya devam ediyoruz. 

#kahramanmaraş #ahbapiyilikgetirir https://t.co/k9XdOL5PoV",tr,381,89,5393,8,1727411,1633522356382490632,824906834725085184,1633522356382490632,,None,0.8640893107147402,10.268124,5.2311196,4
17,2023-03-08T11:11:39.000Z,ahbap,"İyiliği paylaşan, dayanışmayı büyüten, sevginin ve gerçeğin peşinde olan tüm kadınların 8 Mart Dünya Emekçi Kadınlar Günü Kutlu olsun. 💚 https://t.co/3KFJc62agp",tr,656,74,10164,21,831404,1633425241836748801,824906834725085184,1633425241836748801,,None,0.9705267950140768,13.64695,7.6042843,5
18,2023-03-06T14:26:18.000Z,ahbap,"Ahbaplarımız 7 bölgede depremden etkilenen herkesin ihtiyaçlarını ulaştırmaya ve yardımına koşmaya devam ediyor.

#ahbapiyilikgetirir https://t.co/ZNCbWkWAWJ",tr,1220,169,16008,24,1352704,1632749451088412673,824906834725085184,1632749451088412673,,None,0.9432494979038448,10.414095,5.600214,5
19,2023-03-05T14:08:08.000Z,ahbap,"RT @haluklevent: Bazı yerleşim yerlerinde okullar hasar gördüğü için eğitim yapılamayacak.
Ama çocukların okula gitmesi gerekiyor.

Yetkili…",tr,7033,0,0,0,0,1632382490626125825,824906834725085184,1632382490626125825,,None,0.2894405428278951,10.043877,3.7945857,1
20,2023-03-04T19:07:09.000Z,ahbap,"Hatay, Kahramanmaraş, Adıyaman başta olmak üzere su sorunu yaşanan tüm afet bölgelerine tırlarımızı yola çıkarmaya devam ediyoruz.

#ahbapiyilikgetirir https://t.co/0F1fnxnxet",tr,1433,276,18122,56,1496429,1632095351321550848,824906834725085184,1632095351321550848,,None,0.950083735500162,10.243615,5.2283564,5
21,2023-03-03T17:15:25.000Z,ahbap,"Afet bölgesinde doğum günü olduğunu öğrendiğimiz çocuklara Ahbaplarımızla sürpriz yapmaya devam ediyoruz. Beraber iyileşmek için elimizden geleni yapmaya devam edeceğiz. 💚

#Ahbapiyilikgetirir https://t.co/wCiuHxabQK",tr,1054,229,17341,64,4785006,1631704844388925452,824906834725085184,1631704844388925452,,None,0.9844845209128994,10.495343,5.6120696,5
22,2023-03-02T16:42:57.000Z,ahbap,"Hatay’da kurduğumuz çadır kentlerin ve erişebildiğimiz tüm depremzedelerin ihtiyaçlarını anbean gidermek için gece gündüz çalışıyoruz.

Ahbaplarımızla deprem bölgelerinde varlığımızı ve desteklerimizi sürdüreceğiz. 💚

#ahbapiyilikgetirir https://t.co/yKH8P5tak7",tr,614,137,9756,19,594759,1631334285578842112,824906834725085184,1631334285578842112,,None,0.990958511671014,10.383831,5.5924897,5
23,2023-03-02T06:12:57.000Z,ahbap,"verecek geniş ekibimizle yaralarımızı beraber sarıp #beraberiyileşeceğiz!

Aramıza katılmak için formu doldurabilirsiniz.
https://t.co/mU41SZ0B5r

P.S. Çağrımız benzer müdehale programlarını yürüten kurumların katılımına da açıktır.
@cogepder @dusyeri @ turkpsikologlardernegi",tr,116,10,959,0,153493,1631175741755850752,824906834725085184,1631175738740166657,8.249068347250852e+17,None,0.9888744256623164,11.341064,6.7776875,5
24,2023-03-02T06:12:56.000Z,ahbap,"Türkiye genelinde gönüllü olarak hizmet verecek
psikososyal destek müdahale ekibimize katılmak ister misiniz? 

Psikiyatristlerden psikologlara, gönüllü öğretmenlerden organizasyonel süreçlere katılacak ilgili üniversite bölümlerinin öğrencilerine kadar birçok alanda destek  ++ https://t.co/yJTs2aUWaN",tr,1266,151,7352,31,1942047,1631175738740166657,824906834725085184,1631175738740166657,,None,0.9920372517253848,10.495584,6.7495146,5
25,2023-02-28T12:49:19.000Z,ahbap,"Kamuoyunun bilgisine sunarız.
https://t.co/jePoMgHcBw https://t.co/AyfIAOHcPp",tr,236,119,3195,12,9169577,1630550717860552706,824906834725085184,1630550717860552706,,None,0.9151288307187156,7.8322077,6.0898485,5
26,2023-02-26T16:38:46.000Z,ahbap,"Bugüne dek bize ulaşan tüm afetzedelerin bilgilerini teyit ederek 7 ildeki Ahbaplarımızla ihtiyaçlarını ulaştırmaya ve kalplere dokunmaya devam ediyoruz. 💚 

#ahbapiyilikgetirir https://t.co/QriqslhWXO",tr,1615,452,23821,49,2355663,1629883682788966400,824906834725085184,1629883682788966400,,None,0.9546217301258604,10.365081,5.6352468,5
27,2023-02-26T08:18:49.000Z,ahbap,Tüm detaylar ve raporlamalar periyodik olarak yayınlayacağımız denetim raporlarında kamuoyu ile paylaşılacaktır.💚,tr,731,367,13251,23,1699461,1629757866352558081,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.9931939642644928,12.019519,5.3165727,5
28,2023-02-26T08:18:48.000Z,ahbap,"AFAD ile temasa geçildi ve çadırların dağıtımını yapma konusunda bilgi verildi.
Ayrıca 5-6 gün sonrasına teslim edilecek çadırlarla ilgili görüştüğümüz diğer firmalara da çadır siparişi verildi ve satın alındı. https://t.co/ky7A4LVFFb",tr,1216,389,12869,275,2216510,1629757864267993089,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.9560904190409176,9.589703,4.902922,5
29,2023-02-26T08:08:39.000Z,ahbap,"İrsaliyeleri elimizde olan, çadırları deprem bölgesine ulaştıran tırlar: https://t.co/ShdLRjJxFb",tr,922,106,11707,35,1822516,1629755306648510464,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.9669003125760702,9.601427,4.822186,5
30,2023-02-26T08:08:38.000Z,ahbap,"Çadırlar 2 bölgeden gelecekti.
Erzincan’dan 1232 adet (8 tır) çadır öncelikle en yakın şehirler olan Adıyaman ve Kahramanmaraş’a; Ankara'dan da  918 adet (8 tır) çadır Hatay’a gönderilmek üzere 10 Şubat'ta yüklendi ve aynı gece dağıtıldı.",tr,855,86,11740,76,2293519,1629755304668798978,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.9337915659764826,9.239731,4.595609,5
31,2023-02-26T07:58:00.000Z,ahbap,"Arkadaşlarımız, Kızılay’ın iştirakinde olan Kızılay Çadır ve Tekstil A.Ş ile görüşme gerçekleştirdiler. Ellerinde 2050 adet olduğunu öğrendiğimiz çadırların sözleşmesini hemen yaptık ve ertesi sabah 2050 tane çadırı deprem bölgesine gönderdik.",tr,2477,953,16744,2490,8678910,1629752628295917571,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.8681193682619531,9.116313,4.6164255,4
32,2023-02-26T07:53:28.000Z,ahbap,O tarihte iletişime geçtiğimiz firmalarda hemen o sabah deprem bölgesine gönderebileceğimiz çadırlar yoktu. En erken 1 hafta içinde yetiştireceklerdi.,tr,663,41,10921,16,1815160,1629751485490683904,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.3856794740828369,9.047285,4.528207,2
33,2023-02-26T07:50:13.000Z,ahbap,Ancak; depremin 10 ili etkilemesi ve yıkımın olağanüstü düzeyde olması nedeniyle ülkemizdeki tüm çadır üreticilerinin mevcut stokları vatandaşlarımızın mağduriyetlerini karşılayamamıştır.,tr,620,54,10535,10,1651037,1629750667580514304,824906834725085184,1629750499359465472,8.249068347250852e+17,None,0.0082978330032284,8.362555,2.1390486,1
34,2023-02-26T07:49:33.000Z,ahbap,"6 Şubat 2023 günü ülkemizde yaşanan Kahramanmaraş merkezli ve toplam on ili etkileyen deprem nedeniyle depremden zarar gören vatandaşlarımızın çadır ihtiyacını karşılayabilmek için tüm ülke seferber olmuş, Derneğimiz de tüm ülke çapında çadır üreten firmalar ile temasa geçmiştir.",tr,3450,2306,29967,1340,27928221,1629750499359465472,824906834725085184,1629750499359465472,,None,0.7189679039796827,8.909067,4.55993,4
35,2023-02-24T17:22:27.000Z,ahbap,"Bugüne dek tedarik ettiğimiz çadırları 
📍Kahramanmaraş, 
📍Adıyaman, 
📍Gaziantep ve 
📍Hatay'da 
köy köy, ilçe ilçe teyit ettiğimiz ihtiyaç sahiplerine iletiyoruz. 

Erişebildiğimiz tüm depremzedelerin ihtiyaçlarını karşılayana dek dağıtıma devam edeceğiz.💚 https://t.co/j9WuPvxGDk",tr,3095,674,33329,70,2952817,1629169902547345409,824906834725085184,1629169902547345409,,None,0.8778528788273833,10.027094,6.011932,4
36,2023-02-24T14:40:34.000Z,ahbap,4 Kişilik bir ailenin 3 öğününü karşılayan hazır gıdalarımız 150.000 porsiyon olarak üretilmeye devam ediyor. Afet bölgesindeki ailelerimizin gıda ihtiyacına çözüm olmak için çalışıyoruz. Adıyaman ve Gaziantep'le başlayan dağıtımımız kalan tüm afet bölgelerinde de devam edecek. https://t.co/mBNnLdo8yG,tr,5291,568,52248,205,3906749,1629129162517610497,824906834725085184,1629129162517610497,,None,0.4906151700883747,9.027424,4.624659,2
37,2023-02-24T09:27:40.000Z,ahbap,Ahbaplar olarak deprem bölgelerindeki insanlarımızın konaklama sorunu çözebilmek için gece gündüz çalışmaya devam ediyoruz.,tr,137,27,2833,0,246894,1629050417584697344,824906834725085184,1629050407606530049,8.249068347250852e+17,None,0.6824811635931195,9.964528,5.1669674,3
38,2023-02-24T09:27:38.000Z,ahbap,Hatay’la beraber Kahramanmaraş'ta hazırlanan konteyner kentimizin altyapı çalışmaları son sürat devam ediyor. Alandaki altyapının tamamlanmasının ardından konteynerleri bölgeye sevk etmeye ve yerleştirmeye başlayacağız. + https://t.co/ibvEgJGKhV,tr,852,100,12024,23,812752,1629050407606530049,824906834725085184,1629050407606530049,,None,0.8777978523729975,9.458806,4.6593895,4
39,2023-02-21T14:24:03.000Z,ahbap,"Çadır kentlerle konteynerler konusuna özellikle eğiliyor ve elimizden gelen desteği sağlıyoruz. Bölgelerdeki depolarımız aktif şekilde işlemeye ve ihtiyaç noktalarına dağıtımlara devam ediyor. 

Ahbaplarımızla deprem bölgelerinde varlığımızı ve desteklerimizi sürdüreceğiz. 💚",tr,152,55,2506,0,255033,1628037840998203397,824906834725085184,1628037835629420544,8.249068347250852e+17,None,0.962839533361661,10.2624235,5.371418,5
40,2023-02-21T14:24:03.000Z,ahbap,"mevcut tüm koordinasyonlarımız devam ediyor. Bu bölgede tüm Ahbaplarımız sağlıklı ve görevlerinin başındalar!

Diğer şehirlerde gerçekleştirdiğimiz çalışmalar da seri bir şekilde işliyor. +",tr,155,39,2552,0,290435,1628037839370723330,824906834725085184,1628037835629420544,8.249068347250852e+17,None,0.9927733760949952,10.478105,4.8614902,5
41,2023-02-21T14:24:02.000Z,ahbap,"Dün akşam saatlerinde Hatay’da meydana gelen depremlerden etkilenen herkese ve şehrimize geçmiş olsun dileklerimizi iletiyoruz. 

Ahbaplar olarak Hatay’da süreçle ilgili iyileştirmelerimiz, ihtiyacı gittikçe artan çadır temini çabalarımız ve + https://t.co/qUQd7tjvdR",tr,1145,291,16339,22,1742840,1628037835629420544,824906834725085184,1628037835629420544,,None,0.0746738592338299,8.713816,2.9903011,1
42,2023-02-21T12:44:00.000Z,ahbap,RT @haluklevent: Kahraman Maraş Necip Fazıl Hastanesi karşısında kurulacak olan konteyner kent için 500 adet konteyner görüşmesini tamamlad…,tr,2744,0,0,0,0,1628012661618212868,824906834725085184,1628012661618212868,,None,0.7199630013483657,9.388525,5.09072,4
43,2023-02-21T07:04:48.000Z,ahbap,Ahbap’a destek olmak için https://t.co/cBvx5aaTdy,tr,1411,812,5676,69,9021477,1627927302297329665,824906834725085184,1627927302297329665,,None,0.9466193482652532,11.721117,5.0951757,5
44,2023-02-20T13:46:20.000Z,ahbap,7 şehirde yüzlerce Ahbap gönüllümüzle sahadayız. Bölgenin ihtiyaçlarını gidermek için tüm gücümüzle çalışıyoruz. 💚 https://t.co/gIhrogoIIR,tr,1336,246,20735,32,5376062,1627665963331076096,824906834725085184,1627665963331076096,,None,0.9729154444774912,11.561304,6.9493747,5
45,2023-02-19T13:22:12.000Z,ahbap,"Afetin ilk gününden beri hem online hem de sahada ihtiyaç tespiti, satın alma, lojistik ve dağıtım için çalışıyoruz. 
Depremin ikinci haftasının sonuna gelirken sizin desteğinizle ihtiyaçları karşılamaya devam ediyoruz.💚 https://t.co/3ZhXZZnFPl",tr,932,235,10337,63,1090490,1627297499181379586,824906834725085184,1627297499181379586,,None,0.915438236039561,9.845418,5.0319304,5
46,2023-02-19T10:32:01.000Z,ahbap,"#Deprem bölgesindeki ihtiyaçlarınız için https://t.co/siK7FdIijI adresinden yardım talebi oluşturabilirsiniz. 

Talebiniz Ahbaplarımız tarafından işleme alınacak ve en kısa sürede sizinle iletişime geçilecektir. 

Bu günleri dayanışmayla atlatabilmek için her zaman yanınızdayız. https://t.co/8gZIG65YZu",tr,4027,262,9947,175,6559091,1627254671466459138,824906834725085184,1627254671466459138,,None,0.9746355293795148,10.642228,6.0109267,5
47,2023-02-18T15:59:54.000Z,ahbap,"Kamuoyuna saygılarımızla duyururuz.
Respectfully announced to the public. https://t.co/HRhFUHtPZP",tr,1256,183,13723,32,2201843,1626974801167364098,824906834725085184,1626974801167364098,,None,0.9920211404687368,11.870892,5.1814966,5
48,2023-02-18T11:48:24.000Z,ahbap,"https://t.co/b0FGAgYl9D’ a kayıtlı üye sayımız şu an 1 milyonu aştı, tüm Ahbaplara teşekkür ederiz.💚",tr,496,118,9761,21,556720,1626911505324077056,824906834725085184,1626911505324077056,,None,0.9627505174829089,11.831801,5.10555,5
49,2023-02-17T14:52:07.000Z,ahbap,"Bu depolardan gün boyu, acil ihtiyaçlar için gece saatlerinde de dağıtımlar yapıyoruz. Böylece bölgedeki herkesin yardımlara yeterince ulaşmasını sağlamayı hedefliyoruz.

Adıyaman ve tüm deprem bölgelerindeki desteklerimize hız kesmeden devam edeceğiz.",tr,250,45,3712,1,299331,1626595351103954944,824906834725085184,1626595340882419715,8.249068347250852e+17,None,0.9403080152414292,10.319584,5.677706,5
50,2023-02-17T14:52:06.000Z,ahbap,"Ulaşabildiğimiz ve teyit ettiğimiz, barınma alanına ihtiyaç duyan insanlarımıza çadır temini gerçekleştiriyoruz. Çadırlardaki eksiklerini de gidermeye çalışıyoruz.

Adıyaman’da bölgeye gelen yardımları sürdürebilmek adına mal yığma yerine dağıtım depoları oluşturduk. +",tr,281,46,3995,1,342326,1626595348071456768,824906834725085184,1626595340882419715,8.249068347250852e+17,None,0.0741023647704192,8.570516,2.4145043,1
51,2023-02-17T14:52:04.000Z,ahbap,"Ahbaplar olarak depremden etkilenen tüm bölgelerde olduğu gibi Adıyaman ilimizde de sahadayız. 

Adıyaman’da hem şehir içine hem de köylere, özellikle ulaşımı zor dağ köylerine arazi tipi araçlarımızla sürekli olarak temel gıda ve hijyen malzemeleri taşıyoruz. + https://t.co/13FN2sTywm",tr,2872,399,37066,54,2852142,1626595340882419715,824906834725085184,1626595340882419715,,None,0.9872535576403098,10.213583,5.6259575,5
52,2023-02-16T17:17:15.000Z,ahbap,"RT @haluklevent: Geçen hafta konuşmuştuk.
Ahbap’a kripto ile para gelmiyordu.
@TheBullduck bir fikirle “abi sana bir kripto para cüzdanı aç…",tr,2850,0,0,0,4,1626269490806722562,824906834725085184,1626269490806722562,,None,0.9483548726034275,10.467706,3.8737,5
53,2023-02-15T13:23:42.000Z,ahbap,"RT @haluklevent: Adana depomuz hazır.
Bölgeye lojistik desteği buradan sağlanacağız. https://t.co/KHZeTF4BWn",tr,5061,0,0,0,1,1625848326355648512,824906834725085184,1625848326355648512,,None,0.9758727214806991,10.0989275,5.2178745,5
54,2023-02-15T13:06:49.000Z,ahbap,"Ve zor günlerde yüzümüzü güldüren patili dostlarımızla etkileşimimiz sürüyor. Onların da ihtiyaçlarına karşılık vermek için çabalıyoruz.

Yaşadığımız bu zor günlerin altından el ele kalkacağız. Ahbap Derneği olarak depremden etkilenen bölgelerimize destek olmaya devam edeceğiz. https://t.co/Xel6gY0il2",tr,232,42,4370,2,334977,1625844079094276099,824906834725085184,1625844069216788482,8.249068347250852e+17,None,0.9597078549946972,10.325094,4.8072934,5
55,2023-02-15T13:06:49.000Z,ahbap,"Sürecinin devamlılığını sağlayabilmek adına elimizdeki tüm materyali farklı illerimizdeki depolarımızda, uygun şekilde muhafaza ediyoruz. 

Depremzedelerimizin, çocuklarımızın yanında ve onlarla omuz omuzayız. Manevi desteğimizi onlara her zaman hissettirmeye çalışıyoruz. + https://t.co/1Tyy4o5cqY",tr,247,30,4334,0,377691,1625844076548444165,824906834725085184,1625844069216788482,8.249068347250852e+17,None,0.8796108540370747,10.150757,5.9341006,4
56,2023-02-15T13:06:48.000Z,ahbap,"Depremden etkilenen tüm illerde, her ihtiyaca kulak vermek için sahadayız. Yeme, içme ve hijyen konusundaki desteklerimiz akıcı olarak sürerken çadır yerleşimlerini geliştirmeye ve bu alanların ihtiyaçlarını gidermeye gayret ediyoruz. + https://t.co/lEWsmrD2Tz",tr,153,15,2598,7,162381,1625844072047943680,824906834725085184,1625844069216788482,8.249068347250852e+17,None,0.97106321002774,10.170071,5.8081646,5
57,2023-02-15T13:06:47.000Z,ahbap,Ahbaplarımızla deprem bölgelerindeki çalışmalarımıza kesintisiz devam ediyoruz. + https://t.co/ajBjBjRQMh,tr,1361,158,24278,36,2051901,1625844069216788482,824906834725085184,1625844069216788482,,None,0.9820051004429082,10.311971,5.761782,5
58,2023-02-13T20:43:34.000Z,ahbap,Çalışmalarımızın devamı için planlamalarımız sürüyor. Afetzedelerimizin barınabileceği konteynerlerle birlikte hedeflerimizde daha birçok kapsayıcı çözüm var. Tüm ihtiyaçlar için sahada olmaya devam edeceğiz. https://t.co/NYGy53IfAR,tr,382,80,4974,6,354787,1625234247681208334,824906834725085184,1625234233387061248,8.249068347250852e+17,None,0.9699664183524784,10.085476,5.574088,5
59,2023-02-13T20:43:33.000Z,ahbap,Afetzede çocuklarımızın ihtiyaç duydukları sevgiyi onlara hissetirmek ve yüzlerini güldürebilmek için hep yanlarındayız. + https://t.co/hwW06qPOVW,tr,668,70,7940,34,474268,1625234243424030720,824906834725085184,1625234233387061248,8.249068347250852e+17,None,0.8811692884208158,10.183518,5.9391236,4
60,2023-02-13T20:43:32.000Z,ahbap,"Tuvalet ve diğer hijyen ürünleriyle afet bölgesindeki büyük bir gereksinimi gidermeye uğraşıyoruz.

Ahbaplar olarak hayvan dostlarımızı da unutmadık. Depremden zarar gören hayvanların tedavilerini gerçekleştiriyor, yaralarını sarmaya gayret ediyoruz. + https://t.co/5soPf2pLPq",tr,258,15,3197,3,197767,1625234240412479496,824906834725085184,1625234233387061248,8.249068347250852e+17,None,0.8481409853626745,10.219117,5.823337,4
61,2023-02-13T20:43:31.000Z,ahbap,"İlk günden beri afetzedelerimizin yiyecek ve giyecek gereksinimlerini karşılamaya çalışıyoruz. Çadırlarla ilk etapta Hatay’da kurduğumuz konaklama alanlarını diğer illere de yaymayı hedefliyoruz. Eğitimli gönüllülerimiz, sahada arama kurtarma çalışmalarına destek oluyorlar. + https://t.co/Ctrvhm1Tc7",tr,250,23,2952,5,159580,1625234235916185613,824906834725085184,1625234233387061248,8.249068347250852e+17,None,0.8065233436960433,10.066507,5.8858323,4
62,2023-02-13T20:43:31.000Z,ahbap,Ahbap Derneği olarak deprem felaketinin yaşandığı günden beri hem sahada hem de koordinasyon merkezinde afetzedelerimizin yanındayız. + https://t.co/j7B4xFxlRF,tr,1901,303,25845,32,1744605,1625234233387061248,824906834725085184,1625234233387061248,,None,0.8839694288505412,10.174639,5.8964696,4
63,2023-02-13T12:36:12.000Z,ahbap,"RT @haluklevent: Çalışmalar çok hızlı ilerledi.
İlk etapta 4 bin kişinin konaklayacağı konteyner kent alt yapısı bitmek üzere.
Konteynerlar…",tr,18618,0,0,0,3,1625111598242070532,824906834725085184,1625111598242070532,,None,0.8970763480746958,9.408594,4.7857895,4
64,2023-02-13T07:13:03.000Z,ahbap,"RT @AFADBaskanlik: 2⃣
Deprem bölgesindeki tahliye işlemleri #AFAD koordinasyonunda @jandarma iş birliği ile yürütülmektedir.

Tahliye Topla…",tr,1000,0,0,0,2,1625030271702642690,824906834725085184,1625030271702642690,,None,0.9904934871853168,9.26563,7.385024,5
65,2023-02-12T09:36:57.000Z,ahbap,İlerleyen zamanlarda afetzedelerimiz için gerçekleştireceğimiz tüm projeler ve yardımlar için de şimdiden hazırız! https://t.co/SGuzqiNcdZ,tr,616,106,8250,9,694497,1624704099647205378,824906834725085184,1624704094819475456,8.249068347250852e+17,None,0.941671618036643,10.114038,6.066608,5
66,2023-02-12T09:36:56.000Z,ahbap,"yiyecekten giyeceğe, temizlik malzemelerinden hijyen araçlarına birçok konuda afetzedelere destek oluyor, doğabilecek tüm ihtiyaçları için teyakkuzda bekliyor, onları sevgi ve iyilikle kucaklıyoruz. + https://t.co/RyJ7k8biqH",tr,668,82,7155,4,634243,1624704097117999105,824906834725085184,1624704094819475456,8.249068347250852e+17,None,0.9402344043395596,10.160225,5.931538,5
